PC1,PC2
-489.25631968221046,-1259.344289457826
-1211.734437783823,-738.0970066629371
1832.9737988824213,-932.8604202914568
1190.545101118328,-1290.7883169146726
882.2199638169542,-1395.8345137315955
-939.1665170629617,-324.8067589247254
784.5124407147179,-892.9948430415973
-13.866849556618995,-823.2568146960627
-1889.889849437087,-1244.2932410464146
3263.6569116990695,-1512.705307365958
-811.7811610027932,-926.297336805249
844.6990407126027,-1113.707665658
-767.7174034423937,-801.8858194091785
356.87277394303135,-629.5072939583905
-2166.7109561756233,-172.49404795647598
1037.575486915576,-1375.8251629405656
-1597.2476704659261,-846.6156131731175
-526.3973411150188,-1282.5042247899792
-1190.3098592334075,-691.2825472633021
289.7928360559164,-1595.4894003732477
-1880.487122186602,-781.2445876219111
-3278.8996855154546,-622.4740822538097
429.51049763577277,-1428.072252486606
-1457.709908277555,-1350.1071635181002
2663.2730069153054,-1389.448673607757
307.7798725566846,-1338.3352791166315
-99.33697085146268,-1243.801124685698
1484.2556849001692,-2134.505221141977
1037.4441753194847,-2311.763951860956
1618.9288500030818,-2662.8880302612256
2898.900303423359,-2022.4424099417786
1515.8295283287969,-2174.408277439847
2863.853063593103,-2430.9934077358052
2158.520545099945,-2338.2672196623103
2045.5181612793147,-2456.0030021877915
1085.5476656479818,-2122.6558579907182
990.5391870785145,-2473.802389783335
17.609730248358378,-2301.677848059066
1877.4022628839166,-2357.675878661019
2323.6477779114343,-2184.532891476563
742.3428034392892,-2493.9090167336317
660.0780108283012,-2036.6121399673057
1760.9924142717666,-2107.3983725575395
1417.6188349397491,-2005.0216865709033
1531.6476292941566,-2089.6175371850645
1744.025845958707,-2395.355815094133
1866.6114623064705,-2228.594754819378
1685.3635110476366,-2549.0332337030395
2068.721913846305,-2281.5221564879466
1507.4717504128832,-2378.580805944988
1954.7981672596143,-2295.046232806859
674.1377380903813,-2113.7016154038834
3288.136518176322,-2558.904200647337
1086.580160665823,-2274.4101371619226
1481.0177120035978,-2049.2433619041394
2575.9221348210594,-2242.253234672003
2157.6901427951784,-2460.987295408669
885.7789777313142,-2080.8238879316546
1627.4437891564392,-2110.524152369817
1313.7011768334166,-1808.53314178128
1608.4419309925688,-2004.916740481455
2034.494526040027,-2078.375327724153
3157.4776324225545,837.4859262591416
2914.9857021867715,16.772079316499937
3078.425362055039,904.8379722127703
3003.777754359098,1108.6263387667389
2598.7007109992064,1248.0935812010687
3258.515354616182,1342.7271411900838
2457.244683156093,1160.0147757130705
2962.340989541515,183.53634896146679
3477.008704174475,491.47738267676567
3075.8796461839424,312.00093705455623
3102.84902638072,-85.67019407644874
3201.4171783157362,-296.56379921176546
3196.0447524097035,-267.7348174699493
3354.5588076749514,1324.6059259591684
2396.8180427476022,895.1722710305703
1972.2446280485485,611.9300950082078
2882.067692069308,478.73973615454264
3492.838236479739,1260.959984663545
2490.727120642468,1413.9921159361
3063.3665638373654,1122.6561956256255
1438.3769299430342,411.94384394955046
2787.876838392385,1054.8454909953127
2505.381038149152,787.5663185469446
2546.922559944284,643.8202420294588
2283.1691735250593,629.5617868008834
2680.4729374919793,-226.35154241673018
2996.8531638439194,1481.127621488915
2262.133461275302,500.43521782839525
3538.7977835542365,-714.115803872365
3208.6652820170407,90.77909957883985
3108.5480359248936,1557.4761058529023
2458.1797041328027,1559.411086708241
3205.071459975029,822.340076472516
3246.1984202513695,438.42915572396487
2839.4015980126724,1190.4096272481422
